ExporterVersion,GeneratedAt,Server,ApiType,ApiVersion,Workbook,Format,Locale
0.1.0,2025-12-22T21:05:19.963482+00:00,https://p-vc-01.usfq.edu.ec,VirtualCenter,8.0.2.0,export.xlsx,xlsx,en_US
